|Player|venue|final_score_bat|final_score_ball|player_score
1292|JD Ryder|Punjab Cricket Association Stadium, Mohali|7.125|2.9812499999999997|10.10625
1293|JD Ryder|Sawai Mansingh Stadium|7.0125|2.9812499999999997|9.99375
1294|JD Ryder|Subrata Roy Sahara Stadium|7.787249999999999|4.85625|12.6435
1295|JD Ryder|SuperSport Park|7.949999999999999|2.9812499999999997|10.931249999999999
1296|JD Ryder|Wankhede Stadium|7.199999999999999|2.9812499999999997|10.181249999999999
1297|JD Unadkat|Dubai International Cricket Stadium|3.42825|27.166249999999994|30.594499999999993
1298|JD Unadkat|Eden Gardens|4.1282499999999995|24.07875|28.207
1299|JD Unadkat|Feroz Shah Kotla|0.0|36.303749999999994|36.303749999999994
1300|JD Unadkat|Holkar Cricket Stadium|2.90325|14.531999999999998|17.435249999999996
1301|JD Unadkat|JSCA International Stadium Complex|0.86925|6.227999999999999|7.097249999999999
1302|JD Unadkat|M Chinnaswamy Stadium|0.9442499999999999|7.915499999999999|8.859749999999998
1303|JD Unadkat|M.Chinnaswamy Stadium|0.0|16.719499999999996|16.719499999999996
1304|JD Unadkat|MA Chidambaram Stadium, Chepauk|0.0|18.906999999999996|18.906999999999996
1305|JD Unadkat|Maharashtra Cricket Association Stadium|4.65325|24.134999999999998|28.788249999999998
1306|JD Unadkat|Nehru Stadium|0.0|9.978|9.978
1307|JD Unadkat|Punjab Cricket Association IS Bindra Stadium, Mohali|0.0|18.906999999999996|18.906999999999996
1308|JD Unadkat|Punjab Cricket Association Stadium, Mohali|0.79425|8.103|8.89725
1309|JD Unadkat|Rajiv Gandhi International Stadium, Uppal|2.8975|30.759999999999998|33.6575
1310|JD Unadkat|Sawai Mansingh Stadium|1.9407499999999998|25.134999999999994|27.075749999999996
1311|JD Unadkat|Sharjah Cricket Stadium|0.0|26.384999999999998|26.384999999999998
1312|JD Unadkat|Sheikh Zayed Stadium|0.86925|26.384999999999998|27.25425
1313|JD Unadkat|Wankhede Stadium|0.0|27.384999999999998|27.384999999999998
1314|JDP Oram|De Beers Diamond Oval|1.7444999999999997|3.61575|5.36025
1315|JDP Oram|Holkar Cricket Stadium|1.6694999999999998|5.49075|7.16025
1316|JDP Oram|Kingsmead|3.29475|5.49075|8.7855
1317|JDP Oram|M Chinnaswamy Stadium|0.0|5.49075|5.49075
1318|JDP Oram|MA Chidambaram Stadium, Chepauk|2.0444999999999998|7.36575|9.41025
1319|JDP Oram|New Wanderers Stadium|2.1195|3.61575|5.73525
1320|JDP Oram|Newlands|2.2695|7.36575|9.63525
1321|JDP Oram|Punjab Cricket Association Stadium, Mohali|2.6445|3.61575|6.260249999999999
1322|JDP Oram|Rajiv Gandhi International Stadium, Uppal|0.0|3.61575|3.61575
1323|JDP Oram|SuperSport Park|1.8194999999999997|7.36575|9.18525
1324|JDS Neesham|Dubai International Cricket Stadium|12.1|4.625|16.725
1325|JDS Neesham|Punjab Cricket Association Stadium, Mohali|3.8249999999999997|0.73125|4.5562499999999995
1326|JDS Neesham|Sharjah Cricket Stadium|0.0|6.8125|6.8125
1327|JDS Neesham|Sheikh Zayed Stadium|12.1875|4.3125|16.5
1328|JE Taylor|Dr DY Patil Sports Academy|0.4125|8.625|9.0375
1329|JE Taylor|M Chinnaswamy Stadium|0.0|8.625|8.625
1330|JE Taylor|MA Chidambaram Stadium, Chepauk|0.4875|12.375|12.8625
1331|JE Taylor|Sawai Mansingh Stadium|0.0|6.75|6.75
1332|JEC Franklin|Eden Gardens|8.775|7.125|15.9
1333|JEC Franklin|Feroz Shah Kotla|0.0|3.375|3.375
1334|JEC Franklin|M Chinnaswamy Stadium|6.375|4.3125|10.6875
1335|JEC Franklin|MA Chidambaram Stadium, Chepauk|6.9375|5.25|12.1875
1336|JEC Franklin|Punjab Cricket Association Stadium, Mohali|7.05|5.25|12.3
1337|JEC Franklin|Sawai Mansingh Stadium|0.0|3.375|3.375
1338|JEC Franklin|Subrata Roy Sahara Stadium|7.2749999999999995|3.375|10.649999999999999
1339|JEC Franklin|Wankhede Stadium|6.849749999999999|4.44375|11.293499999999998
1340|JH Kallis|Barabati Stadium|8.5965|4.1985|12.795000000000002
1341|JH Kallis|Brabourne Stadium|11.8215|6.0735|17.895
1342|JH Kallis|Dr DY Patil Sports Academy|7.9965|5.45475|13.45125
1343|JH Kallis|Dubai International Cricket Stadium|6.8715|6.0735|12.945
1344|JH Kallis|Eden Gardens|9.03525|5.811|14.84625
1345|JH Kallis|Feroz Shah Kotla|9.256499999999999|6.4485|15.704999999999998
1346|JH Kallis|JSCA International Stadium Complex|8.02125|6.6922500000000005|14.7135
1347|JH Kallis|Kingsmead|8.9715|6.6922500000000005|15.66375
1348|JH Kallis|M Chinnaswamy Stadium|8.69025|5.8485000000000005|14.53875
1349|JH Kallis|MA Chidambaram Stadium, Chepauk|9.684|6.0735|15.7575
1350|JH Kallis|Nehru Stadium|10.2465|6.0735|16.32
1351|JH Kallis|New Wanderers Stadium|9.70275|5.136|14.838750000000001
1352|JH Kallis|Newlands|7.9965|4.1985|12.195
1353|JH Kallis|Punjab Cricket Association Stadium, Mohali|7.87125|6.6922500000000005|14.563500000000001
1354|JH Kallis|Rajiv Gandhi International Stadium, Uppal|8.99625|4.8172500000000005|13.813500000000001
1355|JH Kallis|Sawai Mansingh Stadium|8.4465|5.3235|13.77
1356|JH Kallis|Shaheed Veer Narayan Singh International Stadium|7.7715|6.0735|13.844999999999999
1357|JH Kallis|Sharjah Cricket Stadium|10.0965|6.0735|16.17
1358|JH Kallis|Sheikh Zayed Stadium|9.22125|4.8172500000000005|14.038499999999999
1359|JH Kallis|St George's Park|7.7715|4.1985|11.969999999999999
1360|JH Kallis|Subrata Roy Sahara Stadium|7.9965|7.9485|15.945
1361|JH Kallis|SuperSport Park|8.04675|4.8172500000000005|12.864
1362|JH Kallis|Vidarbha Cricket Association Stadium, Jamtha|8.8965|4.1985|13.094999999999999
1363|JH Kallis|Wankhede Stadium|7.9215|6.54225|14.463750000000001
1364|JJ Bumrah|Barabati Stadium|0.0|6.13125|6.13125
1365|JJ Bumrah|Brabourne Stadium|0.0|6.13125|6.13125
1366|JJ Bumrah|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|0.3|8.00625|8.30625
1367|JJ Bumrah|Dubai International Cricket Stadium|0.075|30.0625|30.1375
1368|JJ Bumrah|Eden Gardens|0.0|24.5|24.5
1369|JJ Bumrah|Feroz Shah Kotla|0.0|30.125|30.125
1370|JJ Bumrah|Green Park|0.0|8.00625|8.00625
1371|JJ Bumrah|Holkar Cricket Stadium|0.0|26.6875|26.6875
1372|JJ Bumrah|M Chinnaswamy Stadium|0.0|9.50625|9.50625
1373|JJ Bumrah|M.Chinnaswamy Stadium|0.0|25.24375|25.24375
1374|JJ Bumrah|MA Chidambaram Stadium, Chepauk|0.0|18.68125|18.68125
1375|JJ Bumrah|Maharashtra Cricket Association Stadium|0.0|23.25|23.25
1376|JJ Bumrah|Punjab Cricket Association IS Bindra Stadium, Mohali|0.0|26.0625|26.0625
1377|JJ Bumrah|Punjab Cricket Association Stadium, Mohali|0.0|11.75625|11.75625
1378|JJ Bumrah|Rajiv Gandhi International Stadium, Uppal|0.7|29.15|29.849999999999998
1379|JJ Bumrah|Sardar Patel Stadium, Motera|0.0|6.13125|6.13125
1380|JJ Bumrah|Saurashtra Cricket Association Stadium|0.0|11.75625|11.75625
1381|JJ Bumrah|Sawai Mansingh Stadium|0.0|20.86875|20.86875
1382|JJ Bumrah|Sharjah Cricket Stadium|0.0|23.05625|23.05625
1383|JJ Bumrah|Sheikh Zayed Stadium|0.875|21.393749999999997|22.268749999999997
1384|JJ Bumrah|Wankhede Stadium|1.65|27.8125|29.4625
1385|JJ van der Wath|Himachal Pradesh Cricket Association Stadium|1.8007499999999999|4.95|6.75075
1386|JJ van der Wath|MA Chidambaram Stadium, Chepauk|2.55075|8.7|11.25075
1387|JJ van der Wath|Rajiv Gandhi International Stadium, Uppal|1.5007499999999998|6.825|8.32575
1388|JM Kemp|Eden Gardens|0.0|9.0|9.0
1389|JM Kemp|Feroz Shah Kotla|3.675|3.375|7.05
1390|JM Kemp|Himachal Pradesh Cricket Association Stadium|0.0|3.375|3.375
1391|JM Kemp|MA Chidambaram Stadium, Chepauk|5.0249999999999995|3.375|8.399999999999999
1392|JO Holder|Dubai International Cricket Stadium|5.704999999999998|16.15775|21.86275
1393|JO Holder|Eden Gardens|2.7824999999999993|3.4934999999999996|6.275999999999999
1394|JO Holder|Feroz Shah Kotla|2.295|5.3685|7.6635
1395|JO Holder|Green Park|3.0449999999999995|2.5559999999999996|5.600999999999999
1396|JO Holder|M Chinnaswamy Stadium|0.0|2.5559999999999996|2.5559999999999996
1397|JO Holder|MA Chidambaram Stadium, Chepauk|0.0|3.17475|3.17475
1398|JO Holder|Rajiv Gandhi International Stadium, Uppal|0.0|4.431|4.431
1399|JO Holder|Sawai Mansingh Stadium|0.0|6.306|6.306
1400|JO Holder|Sharjah Cricket Stadium|9.379999999999999|14.713999999999999|24.093999999999998
1401|JO Holder|Sheikh Zayed Stadium|7.892499999999998|14.713999999999999|22.606499999999997
1402|JP Behrendorff|Rajiv Gandhi International Stadium, Uppal|0.0|17.5|17.5
1403|JP Behrendorff|Wankhede Stadium|0.0|17.5|17.5
1404|JP Duminy|Barabati Stadium|8.06025|2.6775|10.73775
1405|JP Duminy|Buffalo Park|9.26025|4.5525|13.81275
1406|JP Duminy|Dr DY Patil Sports Academy|8.1105|4.5525|12.663
1407|JP Duminy|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|9.2355|10.177499999999998|19.412999999999997
1408|JP Duminy|Dubai International Cricket Stadium|10.01025|2.6775|12.68775
1409|JP Duminy|Eden Gardens|8.5605|3.29625|11.85675
1410|JP Duminy|Feroz Shah Kotla|9.63525|3.5025|13.137749999999999
1411|JP Duminy|Himachal Pradesh Cricket Association Stadium|8.21025|4.5525|12.76275
1412|JP Duminy|Holkar Cricket Stadium|0.0|6.2475000000000005|6.2475000000000005
1413|JP Duminy|Kingsmead|10.0605|3.615|13.6755
1414|JP Duminy|M Chinnaswamy Stadium|10.38525|2.6775|13.06275
1415|JP Duminy|M.Chinnaswamy Stadium|21.08225|6.2475000000000005|27.329749999999997
1416|JP Duminy|MA Chidambaram Stadium, Chepauk|8.13525|3.615|11.75025
1417|JP Duminy|Maharashtra Cricket Association Stadium|8.88525|6.4275|15.31275
1418|JP Duminy|Punjab Cricket Association Stadium, Mohali|8.922749999999999|3.615|12.537749999999999
1419|JP Duminy|Rajiv Gandhi International Stadium, Uppal|9.654|2.6775|12.3315
1420|JP Duminy|Sardar Patel Stadium, Motera|7.91025|4.5525|12.46275
1421|JP Duminy|Saurashtra Cricket Association Stadium|8.28525|2.6775|10.96275
1422|JP Duminy|Shaheed Veer Narayan Singh International Stadium|8.1855|3.615|11.8005
1423|JP Duminy|Sharjah Cricket Stadium|10.53525|2.6775|13.21275
1424|JP Duminy|Sheikh Zayed Stadium|8.43525|2.6775|11.11275
1425|JP Duminy|St George's Park|10.785|2.6775|13.4625
1426|JP Duminy|Subrata Roy Sahara Stadium|9.26025|2.6775|11.93775
1427|JP Duminy|SuperSport Park|9.59775|4.5525|14.15025
1428|JP Duminy|Wankhede Stadium|28.629999999999995|3.93375|32.56375
1429|JP Faulkner|Brabourne Stadium|4.70925|8.32575|13.035
1430|JP Faulkner|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|4.058999999999999|5.832|9.890999999999998
1431|JP Faulkner|Dubai International Cricket Stadium|3.909|7.707|11.616
1432|JP Faulkner|Eden Gardens|3.7964999999999995|7.08825|10.88475
1433|JP Faulkner|Feroz Shah Kotla|4.56525|7.707|12.27225
1434|JP Faulkner|Green Park|4.433999999999999|8.6445|13.0785
1435|JP Faulkner|JSCA International Stadium Complex|3.6839999999999997|7.707|11.391
1436|JP Faulkner|M Chinnaswamy Stadium|5.259|7.707|12.966000000000001
1437|JP Faulkner|MA Chidambaram Stadium, Chepauk|4.809|9.582|14.391000000000002
1438|JP Faulkner|Maharashtra Cricket Association Stadium|4.82775|8.17575|13.0035
1439|JP Faulkner|Punjab Cricket Association IS Bindra Stadium, Mohali|0.0|5.832|5.832
1440|JP Faulkner|Punjab Cricket Association Stadium, Mohali|6.234|7.707|13.940999999999999
1441|JP Faulkner|Rajiv Gandhi International Stadium, Uppal|4.058999999999999|15.206999999999999|19.266
1442|JP Faulkner|Sardar Patel Stadium, Motera|4.359|6.9945|11.3535
1443|JP Faulkner|Saurashtra Cricket Association Stadium|5.109|6.7695|11.878499999999999
1444|JP Faulkner|Sawai Mansingh Stadium|3.909|9.582|13.491
1445|JP Faulkner|Sharjah Cricket Stadium|4.209|7.707|11.916
1446|JP Faulkner|Sheikh Zayed Stadium|3.9839999999999995|8.6445|12.6285
1447|JP Faulkner|Subrata Roy Sahara Stadium|4.433999999999999|8.6445|13.0785
1448|JP Faulkner|Wankhede Stadium|4.659|8.96325|13.622250000000001
1449|JPR Scantlebury-Searles|Eden Gardens|4.2875|7.17675|11.46425
1450|JPR Scantlebury-Searles|Holkar Cricket Stadium|4.9875|11.55175|16.53925
1451|JPR Scantlebury-Searles|Rajiv Gandhi International Stadium, Uppal|0.0|11.55175|11.55175
1452|JR Hopes|Dr DY Patil Sports Academy|7.688999999999999|5.8125|13.5015
1453|JR Hopes|Eden Gardens|7.688999999999999|5.8125|13.5015
1454|JR Hopes|Feroz Shah Kotla|8.588999999999999|6.1875|14.776499999999999
1455|JR Hopes|Himachal Pradesh Cricket Association Stadium|7.238999999999999|3.9375|11.176499999999999
1456|JR Hopes|M Chinnaswamy Stadium|7.0889999999999995|3.9375|11.026499999999999
1457|JR Hopes|MA Chidambaram Stadium, Chepauk|7.539|3.9375|11.4765
1458|JR Hopes|Punjab Cricket Association Stadium, Mohali|9.845249999999998|5.34375|15.188999999999998
1459|JR Hopes|Rajiv Gandhi International Stadium, Uppal|7.988999999999999|5.8125|13.801499999999999
1460|JR Hopes|Sawai Mansingh Stadium|7.914|5.8125|13.7265
1461|JR Hopes|Wankhede Stadium|8.139|4.5562499999999995|12.695249999999998
1462|JW Hastings|Eden Gardens|0.0|8.85|8.85
1463|JW Hastings|JSCA International Stadium Complex|0.0|8.85|8.85
1464|Jaskaran Singh|Barabati Stadium|-0.08999999999999994|6.021749999999999|5.931749999999999
1465|Jaskaran Singh|Brabourne Stadium|-0.31499999999999995|4.14675|3.83175
1466|Jaskaran Singh|Dr DY Patil Sports Academy|-0.12749999999999995|6.959249999999999|6.8317499999999995
1467|Jaskaran Singh|Eden Gardens|0.0|7.896749999999999|7.896749999999999
1468|Jaskaran Singh|MA Chidambaram Stadium, Chepauk|0.0|4.14675|4.14675
1469|Jaskaran Singh|SuperSport Park|0.0|4.14675|4.14675
1470|Joginder Sharma|Brabourne Stadium|0.0|6.375|6.375
1471|Joginder Sharma|Feroz Shah Kotla|0.0|6.375|6.375
1472|Joginder Sharma|Kingsmead|1.7625|4.5|6.2625
1473|Joginder Sharma|M Chinnaswamy Stadium|0.0|8.25|8.25
1474|Joginder Sharma|MA Chidambaram Stadium, Chepauk|2.6625|6.84375|9.50625
1475|Joginder Sharma|Newlands|2.6625|6.375|9.0375
1476|Joginder Sharma|Punjab Cricket Association Stadium, Mohali|0.0|6.375|6.375
1477|Joginder Sharma|Sardar Patel Stadium, Motera|0.0|4.5|4.5
1478|Joginder Sharma|St George's Park|0.0|6.375|6.375
1479|Joginder Sharma|Wankhede Stadium|1.4625|5.4375|6.9
1480|K Goel|Brabourne Stadium|2.8154999999999997|0.0|2.8154999999999997
1481|K Goel|Kingsmead|3.5204999999999997|0.0|3.5204999999999997
1482|K Goel|Punjab Cricket Association Stadium, Mohali|3.7304999999999993|0.0|3.7304999999999993
1483|K Goel|SuperSport Park|4.015499999999999|0.0|4.015499999999999
1484|K Gowtham|Dubai International Cricket Stadium|12.272749999999998|7.161|19.433749999999996
1485|K Gowtham|Eden Gardens|9.82275|11.536|21.35875
1486|K Gowtham|Feroz Shah Kotla|10.87275|7.161|18.033749999999998
1487|K Gowtham|Holkar Cricket Stadium|9.64775|11.536|21.18375
1488|K Gowtham|M.Chinnaswamy Stadium|0.0|11.536|11.536
1489|K Gowtham|MA Chidambaram Stadium, Chepauk|10.34775|7.161|17.50875
1490|K Gowtham|Maharashtra Cricket Association Stadium|8.94775|7.161|16.10875
1491|K Gowtham|Rajiv Gandhi International Stadium, Uppal|8.77275|7.161|15.93375
1492|K Gowtham|Sawai Mansingh Stadium|10.806249999999999|11.0985|21.90475
1493|K Gowtham|Sheikh Zayed Stadium|12.622749999999998|11.536|24.158749999999998
1494|K Gowtham|Wankhede Stadium|8.77275|7.161|15.93375
1495|K Khejroliya|Eden Gardens|0.0|7.874999999999999|7.874999999999999
1496|K Khejroliya|M.Chinnaswamy Stadium|0.0|11.15625|11.15625
1497|K Rabada|Dubai International Cricket Stadium|5.876499999999999|29.368499999999997|35.245
1498|K Rabada|Eden Gardens|0.0|45.455|45.455
1499|K Rabada|Feroz Shah Kotla|6.9449999999999985|42.754999999999995|49.699999999999996
1500|K Rabada|M.Chinnaswamy Stadium|0.0|40.56849999999999|40.56849999999999
1501|K Rabada|Punjab Cricket Association IS Bindra Stadium, Mohali|6.719999999999999|46.07999999999999|52.79999999999999
1502|K Rabada|Rajiv Gandhi International Stadium, Uppal|4.4765|40.56849999999999|45.044999999999995
1503|K Rabada|Sawai Mansingh Stadium|0.0|36.19349999999999|36.19349999999999
1504|K Rabada|Sharjah Cricket Stadium|4.4765|30.374749999999995|34.85124999999999
1505|K Rabada|Sheikh Zayed Stadium|6.2265|33.5685|39.795
1506|K Rabada|Wankhede Stadium|5.068499999999999|45.455|50.5235
1507|K Santokie|Punjab Cricket Association Stadium, Mohali|0.0|9.6375|9.6375
1508|K Santokie|Sardar Patel Stadium, Motera|0.0|11.5125|11.5125
1509|K Upadhyay|Sawai Mansingh Stadium|0.0|0.0|0.0
1510|K Upadhyay|Subrata Roy Sahara Stadium|2.5875|0.0|2.5875
1511|KA Pollard|Barabati Stadium|7.149|3.9105|11.0595
1512|KA Pollard|Brabourne Stadium|7.984500000000001|5.0355|13.02
1513|KA Pollard|Dr DY Patil Sports Academy|8.06775|7.6605|15.72825
1514|KA Pollard|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|7.61775|5.7855|13.40325
1515|KA Pollard|Dubai International Cricket Stadium|28.16125|14.12875|42.29
1516|KA Pollard|Eden Gardens|26.67275|5.7855|32.45825
1517|KA Pollard|Feroz Shah Kotla|24.28|4.45425|28.734250000000003
1518|KA Pollard|Himachal Pradesh Cricket Association Stadium|8.049|5.7855|13.834499999999998
1519|KA Pollard|M Chinnaswamy Stadium|8.3865|6.048|14.4345
1520|KA Pollard|MA Chidambaram Stadium, Chepauk|24.8425|6.723|31.5655
1521|KA Pollard|Maharashtra Cricket Association Stadium|8.424|3.9105|12.334499999999998
1522|KA Pollard|Punjab Cricket Association IS Bindra Stadium, Mohali|23.305|3.9105|27.2155
1523|KA Pollard|Punjab Cricket Association Stadium, Mohali|7.194|4.37925|11.57325
1524|KA Pollard|Rajiv Gandhi International Stadium, Uppal|28.51775|6.40425|34.922
1525|KA Pollard|Sardar Patel Stadium, Motera|9.549|3.9105|13.459499999999998
1526|KA Pollard|Sawai Mansingh Stadium|24.7925|5.7855|30.578
1527|KA Pollard|Sharjah Cricket Stadium|29.58|9.1245|38.704499999999996
1528|KA Pollard|Sheikh Zayed Stadium|24.6675|15.66|40.3275
1529|KA Pollard|Wankhede Stadium|26.91475|5.4479999999999995|32.36275
1530|KAJ Roach|Dr DY Patil Sports Academy|3.225|0.0|3.225
1531|KAJ Roach|Eden Gardens|0.0|0.0|0.0
1532|KC Cariappa|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|0.0|4.0905|4.0905
1533|KC Cariappa|Eden Gardens|0.0|5.9655|5.9655
1534|KC Cariappa|Feroz Shah Kotla|1.425|5.9655|7.390499999999999
1535|KC Cariappa|M Chinnaswamy Stadium|2.25|4.0905|6.3405
1536|KC Cariappa|Punjab Cricket Association IS Bindra Stadium, Mohali|0.0|5.9655|5.9655
1537|KC Cariappa|Rajiv Gandhi International Stadium, Uppal|6.1499999999999995|15.509999999999998|21.659999999999997
1538|KC Cariappa|Saurashtra Cricket Association Stadium|1.425|5.9655|7.390499999999999
1539|KH Pandya|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|8.601|6.12075|14.72175
1540|KH Pandya|Dubai International Cricket Stadium|15.75175|10.781749999999999|26.533499999999997
1541|KH Pandya|Eden Gardens|21.3025|20.715|42.0175
1542|KH Pandya|Feroz Shah Kotla|24.79|18.5275|43.317499999999995
1543|KH Pandya|Green Park|5.850750000000001|4.24575|10.0965
1544|KH Pandya|Holkar Cricket Stadium|18.37675|20.4025|38.779250000000005
1545|KH Pandya|M Chinnaswamy Stadium|8.62575|5.502|14.127749999999999
1546|KH Pandya|M.Chinnaswamy Stadium|15.05175|9.906749999999999|24.9585
1547|KH Pandya|MA Chidambaram Stadium, Chepauk|13.039250000000001|16.46925|29.508499999999998
1548|KH Pandya|Maharashtra Cricket Association Stadium|5.77575|22.9025|28.67825
1549|KH Pandya|Punjab Cricket Association IS Bindra Stadium, Mohali|14.70175|22.9025|37.60425
1550|KH Pandya|Rajiv Gandhi International Stadium, Uppal|23.73525|15.596249999999998|39.3315
1551|KH Pandya|Saurashtra Cricket Association Stadium|7.72575|9.870750000000001|17.5965
1552|KH Pandya|Sawai Mansingh Stadium|13.73925|12.094249999999999|25.8335
1553|KH Pandya|Sharjah Cricket Stadium|14.70175|11.350499999999998|26.05225
1554|KH Pandya|Sheikh Zayed Stadium|14.147|12.094249999999999|26.24125
1555|KH Pandya|Wankhede Stadium|23.08625|19.54|42.62625
1556|KJ Abbott|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|2.02575|1.575|3.6007499999999997
1557|KJ Abbott|M Chinnaswamy Stadium|1.9507499999999998|3.4499999999999997|5.4007499999999995
1558|KJ Abbott|Punjab Cricket Association IS Bindra Stadium, Mohali|2.8507499999999997|2.5124999999999997|5.363249999999999
1559|KJ Abbott|Rajiv Gandhi International Stadium, Uppal|0.0|1.575|1.575
1560|KK Ahmed|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|0.0|38.0625|38.0625
1561|KK Ahmed|Dubai International Cricket Stadium|-2.625|31.937499999999996|29.312499999999996
1562|KK Ahmed|Eden Gardens|0.0|24.9375|24.9375
1563|KK Ahmed|M.Chinnaswamy Stadium|0.0|38.0625|38.0625
1564|KK Ahmed|MA Chidambaram Stadium, Chepauk|0.0|24.9375|24.9375
1565|KK Ahmed|Rajiv Gandhi International Stadium, Uppal|-2.625|35.875|33.25
1566|KK Ahmed|Sawai Mansingh Stadium|0.0|29.312499999999996|29.312499999999996
1567|KK Ahmed|Sheikh Zayed Stadium|0.0|29.312499999999996|29.312499999999996
1568|KK Ahmed|Wankhede Stadium|0.0|38.0625|38.0625
1569|KK Cooper|Eden Gardens|4.0125|11.354999999999999|15.3675
1570|KK Cooper|Feroz Shah Kotla|3.8625|9.479999999999999|13.342499999999998
1571|KK Cooper|JSCA International Stadium Complex|0.0|9.479999999999999|9.479999999999999
1572|KK Cooper|MA Chidambaram Stadium, Chepauk|0.0|9.479999999999999|9.479999999999999
1573|KK Cooper|Punjab Cricket Association Stadium, Mohali|3.8625|10.417499999999999|14.279999999999998
1574|KK Cooper|Rajiv Gandhi International Stadium, Uppal|5.6625|11.354999999999999|17.0175
1575|KK Cooper|Sardar Patel Stadium, Motera|5.1|8.542499999999999|13.642499999999998
1576|KK Cooper|Sawai Mansingh Stadium|4.1625|11.148749999999998|15.311249999999998
1577|KK Cooper|Subrata Roy Sahara Stadium|0.0|7.604999999999999|7.604999999999999
1578|KK Cooper|Wankhede Stadium|4.5|10.736249999999998|15.236249999999998
1579|KM Asif|Eden Gardens|0.0|22.487499999999997|22.487499999999997
1580|KM Asif|Maharashtra Cricket Association Stadium|0.0|26.862499999999997|26.862499999999997
1581|KMA Paul|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|0.7|23.513|24.213
1582|KMA Paul|Eden Gardens|0.0|23.513|23.513
1583|KMA Paul|Feroz Shah Kotla|0.0|14.762999999999998|14.762999999999998
1584|KMA Paul|Rajiv Gandhi International Stadium, Uppal|1.2249999999999999|27.888|29.113000000000003
1585|KMA Paul|Wankhede Stadium|0.5249999999999999|19.137999999999998|19.662999999999997
1586|KMDN Kulasekara|Dr DY Patil Sports Academy|0.0|7.5|7.5
1587|KMDN Kulasekara|MA Chidambaram Stadium, Chepauk|2.625|8.11875|10.74375
1588|KMDN Kulasekara|Subrata Roy Sahara Stadium|0.0|7.5|7.5
1589|KP Appanna|Eden Gardens|0.0|4.032|4.032
1590|KP Appanna|Feroz Shah Kotla|-0.44925|7.782|7.33275
1591|KP Appanna|Kingsmead|-0.52425|4.9695|4.44525
1592|KP Appanna|M Chinnaswamy Stadium|0.0|4.65075|4.65075
1593|KP Appanna|Sawai Mansingh Stadium|0.0|11.531999999999998|11.531999999999998
1594|KP Appanna|St George's Park|0.0|4.9695|4.9695
1595|KP Appanna|Subrata Roy Sahara Stadium|0.0|5.907|5.907
1596|KP Appanna|SuperSport Park|0.0|4.032|4.032
1597|KP Appanna|Vidarbha Cricket Association Stadium, Jamtha|-0.44925|5.907|5.45775
1598|KP Pietersen|Dr DY Patil Sports Academy|10.08675|3.966|14.05275
1599|KP Pietersen|Feroz Shah Kotla|10.693499999999998|3.49725|14.190749999999998
1600|KP Pietersen|Kingsmead|8.774249999999999|3.966|12.74025
1601|KP Pietersen|M Chinnaswamy Stadium|10.31175|4.903499999999999|15.21525
1602|KP Pietersen|MA Chidambaram Stadium, Chepauk|10.011750000000001|4.903499999999999|14.91525
1603|KP Pietersen|Newlands|9.89925|6.778499999999999|16.67775
1604|KP Pietersen|Punjab Cricket Association Stadium, Mohali|12.93675|3.0285|15.965250000000001
1605|KP Pietersen|St George's Park|9.67425|6.778499999999999|16.45275
1606|KS Williamson|Eden Gardens|36.625|0.44999999999999996|37.075
1607|KS Williamson|Sharjah Cricket Stadium|22.986250000000002|1.0499999999999998|24.036250000000003
1608|KV Sharma|Brabourne Stadium|0.0|6.95775|6.95775
1609|KV Sharma|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|3.83475|5.701499999999999|9.536249999999999
1610|KV Sharma|Dubai International Cricket Stadium|0.0|22.255|22.255
1611|KV Sharma|Eden Gardens|3.3472500000000003|20.317499999999995|23.664749999999994
1612|KV Sharma|Feroz Shah Kotla|2.55975|7.576499999999999|10.13625
1613|KV Sharma|JSCA International Stadium Complex|0.0|10.707749999999999|10.707749999999999
1614|KV Sharma|M Chinnaswamy Stadium|3.42225|8.832749999999999|12.254999999999999
1615|KV Sharma|MA Chidambaram Stadium, Chepauk|2.70975|5.08275|7.7925
1616|KV Sharma|Maharashtra Cricket Association Stadium|0.0|20.60975|20.60975
1617|KV Sharma|Punjab Cricket Association IS Bindra Stadium, Mohali|0.0|5.08275|5.08275
1618|KV Sharma|Punjab Cricket Association Stadium, Mohali|3.27225|6.95775|10.23
1619|KV Sharma|Rajiv Gandhi International Stadium, Uppal|3.0547500000000003|22.42375|25.478499999999997
1620|KV Sharma|Sardar Patel Stadium, Motera|2.4097500000000003|6.95775|9.3675
1621|KV Sharma|Sawai Mansingh Stadium|2.85975|16.9425|19.80225
1622|KV Sharma|Shaheed Veer Narayan Singh International Stadium|3.60975|7.895249999999999|11.504999999999999
